date,country,location,entity,value
2020-03-29,GB,Lisburn and Castlereagh,workplace,-0.56
2020-03-29,GB,Lisburn and Castlereagh,residential,0.3
2020-03-29,GB,Luton,retail_recr,-0.79
2020-03-29,GB,Luton,grocery_pharm,-0.39
2020-03-29,GB,Luton,parks,-0.41
2020-03-29,GB,Luton,transit,-0.9
2020-03-29,GB,Luton,workplace,-0.49
2020-03-29,GB,Luton,residential,0.19
2020-03-29,GB,Medway,retail_recr,-0.85
2020-03-29,GB,Medway,grocery_pharm,-0.4
2020-03-29,GB,Medway,parks,-0.67
2020-03-29,GB,Medway,transit,-0.71
2020-03-29,GB,Medway,workplace,-0.51
2020-03-29,GB,Medway,residential,0.15
2020-03-29,GB,Merseyside,retail_recr,-0.83
2020-03-29,GB,Merseyside,grocery_pharm,-0.42
2020-03-29,GB,Merseyside,parks,-0.53
2020-03-29,GB,Merseyside,transit,-0.74
2020-03-29,GB,Merseyside,workplace,-0.54
2020-03-29,GB,Merseyside,residential,0.15
2020-03-29,GB,Merthyr Tydfil County Borough,retail_recr,-0.89
2020-03-29,GB,Merthyr Tydfil County Borough,grocery_pharm,-0.5
2020-03-29,GB,Merthyr Tydfil County Borough,parks,NA
2020-03-29,GB,Merthyr Tydfil County Borough,transit,-0.54
2020-03-29,GB,Merthyr Tydfil County Borough,workplace,-0.52
2020-03-29,GB,Merthyr Tydfil County Borough,residential,0.08
2020-03-29,GB,Mid and East Antrim,retail_recr,-0.81
2020-03-29,GB,Mid and East Antrim,grocery_pharm,-0.37
2020-03-29,GB,Mid and East Antrim,parks,-0.52
2020-03-29,GB,Mid and East Antrim,transit,-0.56
2020-03-29,GB,Mid and East Antrim,workplace,-0.56
2020-03-29,GB,Mid and East Antrim,residential,0.27
2020-03-29,GB,Mid Ulster,retail_recr,-0.81
2020-03-29,GB,Mid Ulster,grocery_pharm,-0.43
2020-03-29,GB,Mid Ulster,parks,NA
2020-03-29,GB,Mid Ulster,transit,-0.51
2020-03-29,GB,Mid Ulster,workplace,-0.42
2020-03-29,GB,Mid Ulster,residential,0.28
2020-03-29,GB,Middlesbrough,retail_recr,-0.84
2020-03-29,GB,Middlesbrough,grocery_pharm,-0.43
2020-03-29,GB,Middlesbrough,parks,-0.63
2020-03-29,GB,Middlesbrough,transit,-0.73
2020-03-29,GB,Middlesbrough,workplace,-0.51
2020-03-29,GB,Middlesbrough,residential,0.24
2020-03-29,GB,Midlothian,retail_recr,-0.9
2020-03-29,GB,Midlothian,grocery_pharm,-0.43
2020-03-29,GB,Midlothian,parks,-0.2
2020-03-29,GB,Midlothian,transit,-0.5
2020-03-29,GB,Midlothian,workplace,-0.53
2020-03-29,GB,Midlothian,residential,0.25
2020-03-29,GB,Milton Keynes,retail_recr,-0.85
2020-03-29,GB,Milton Keynes,grocery_pharm,-0.49
2020-03-29,GB,Milton Keynes,parks,-0.53
2020-03-29,GB,Milton Keynes,transit,-0.79
2020-03-29,GB,Milton Keynes,workplace,-0.55
2020-03-29,GB,Milton Keynes,residential,0.19
2020-03-29,GB,Monmouthshire,retail_recr,-0.85
2020-03-29,GB,Monmouthshire,grocery_pharm,-0.56
2020-03-29,GB,Monmouthshire,parks,-0.61
2020-03-29,GB,Monmouthshire,transit,-0.58
2020-03-29,GB,Monmouthshire,workplace,-0.47
2020-03-29,GB,Monmouthshire,residential,0.16
2020-03-29,GB,Moray,retail_recr,-0.88
2020-03-29,GB,Moray,grocery_pharm,-0.45
2020-03-29,GB,Moray,parks,-0.42
2020-03-29,GB,Moray,transit,-0.63
2020-03-29,GB,Moray,workplace,-0.54
2020-03-29,GB,Moray,residential,0.12
2020-03-29,GB,Na h-Eileanan an Iar,retail_recr,-0.77
2020-03-29,GB,Na h-Eileanan an Iar,parks,NA
2020-03-29,GB,Na h-Eileanan an Iar,grocery_pharm,-0.31
2020-03-29,GB,Na h-Eileanan an Iar,transit,-0.54
2020-03-29,GB,Na h-Eileanan an Iar,residential,NA
2020-03-29,GB,Na h-Eileanan an Iar,workplace,-0.51
2020-03-29,GB,Neath Port Talbot Principle Area,retail_recr,-0.74
2020-03-29,GB,Neath Port Talbot Principle Area,grocery_pharm,-0.38
2020-03-29,GB,Neath Port Talbot Principle Area,parks,-0.46
2020-03-29,GB,Neath Port Talbot Principle Area,transit,-0.6
2020-03-29,GB,Neath Port Talbot Principle Area,workplace,-0.46
2020-03-29,GB,Neath Port Talbot Principle Area,residential,0.23
2020-03-29,GB,Newport,retail_recr,-0.83
2020-03-29,GB,Newport,grocery_pharm,-0.47
2020-03-29,GB,Newport,parks,-0.49
2020-03-29,GB,Newport,transit,-0.66
2020-03-29,GB,Newport,workplace,-0.52
2020-03-29,GB,Newport,residential,0.26
2020-03-29,GB,Newry and Mourne and Down,retail_recr,-0.87
2020-03-29,GB,Newry and Mourne and Down,grocery_pharm,-0.45
2020-03-29,GB,Newry and Mourne and Down,parks,-0.65
2020-03-29,GB,Newry and Mourne and Down,transit,-0.55
2020-03-29,GB,Newry and Mourne and Down,workplace,-0.52
2020-03-29,GB,Newry and Mourne and Down,residential,0.29
2020-03-29,GB,Norfolk,retail_recr,-0.87
2020-03-29,GB,Norfolk,grocery_pharm,-0.52
2020-03-29,GB,Norfolk,parks,-0.69
2020-03-29,GB,Norfolk,transit,-0.68
2020-03-29,GB,Norfolk,workplace,-0.53
2020-03-29,GB,Norfolk,residential,0.14
2020-03-29,GB,North Ayrshire Council,retail_recr,-0.79
2020-03-29,GB,North Ayrshire Council,grocery_pharm,-0.37
2020-03-29,GB,North Ayrshire Council,parks,-0.12
2020-03-29,GB,North Ayrshire Council,transit,-0.59
2020-03-29,GB,North Ayrshire Council,workplace,-0.51
2020-03-29,GB,North Ayrshire Council,residential,0.25
2020-03-29,GB,North East Lincolnshire,retail_recr,-0.85
2020-03-29,GB,North East Lincolnshire,grocery_pharm,-0.46
2020-03-29,GB,North East Lincolnshire,parks,-0.72
2020-03-29,GB,North East Lincolnshire,transit,-0.68
2020-03-29,GB,North East Lincolnshire,workplace,-0.46
2020-03-29,GB,North East Lincolnshire,residential,0.22
2020-03-29,GB,North Lanarkshire,retail_recr,-0.78
2020-03-29,GB,North Lanarkshire,grocery_pharm,-0.37
2020-03-29,GB,North Lanarkshire,parks,NA
2020-03-29,GB,North Lanarkshire,transit,-0.56
2020-03-29,GB,North Lanarkshire,workplace,-0.5
2020-03-29,GB,North Lanarkshire,residential,0.13
2020-03-29,GB,North Lincolnshire,retail_recr,-0.79
2020-03-29,GB,North Lincolnshire,grocery_pharm,-0.41
2020-03-29,GB,North Lincolnshire,parks,-0.56
2020-03-29,GB,North Lincolnshire,transit,-0.58
2020-03-29,GB,North Lincolnshire,workplace,-0.46
2020-03-29,GB,North Lincolnshire,residential,0.23
2020-03-29,GB,North Somerset,retail_recr,-0.84
2020-03-29,GB,North Somerset,grocery_pharm,-0.5
2020-03-29,GB,North Somerset,parks,-0.52
2020-03-29,GB,North Somerset,transit,-0.88
2020-03-29,GB,North Somerset,workplace,-0.54
2020-03-29,GB,North Somerset,residential,0.27
2020-03-29,GB,North Yorkshire,retail_recr,-0.88
2020-03-29,GB,North Yorkshire,grocery_pharm,-0.48
2020-03-29,GB,North Yorkshire,parks,-0.65
2020-03-29,GB,North Yorkshire,transit,-0.74
2020-03-29,GB,North Yorkshire,workplace,-0.55
2020-03-29,GB,North Yorkshire,residential,0.15
2020-03-29,GB,Northamptonshire,retail_recr,-0.84
2020-03-29,GB,Northamptonshire,grocery_pharm,-0.42
2020-03-29,GB,Northamptonshire,parks,-0.59
2020-03-29,GB,Northamptonshire,transit,-0.71
2020-03-29,GB,Northamptonshire,workplace,-0.47
2020-03-29,GB,Northamptonshire,residential,0.14
2020-03-29,GB,Northumberland,retail_recr,-0.84
2020-03-29,GB,Northumberland,grocery_pharm,-0.42
2020-03-29,GB,Northumberland,parks,-0.66
2020-03-29,GB,Northumberland,transit,-0.61
2020-03-29,GB,Northumberland,workplace,-0.54
2020-03-29,GB,Northumberland,residential,0.14
2020-03-29,GB,Nottinghamshire,retail_recr,-0.9
2020-03-29,GB,Nottinghamshire,grocery_pharm,-0.45
2020-03-29,GB,Nottinghamshire,parks,-0.58
2020-03-29,GB,Nottinghamshire,transit,-0.8
2020-03-29,GB,Nottinghamshire,workplace,-0.56
2020-03-29,GB,Nottinghamshire,residential,0.15
2020-03-29,GB,Orkney,retail_recr,-0.85
2020-03-29,GB,Orkney,parks,NA
2020-03-29,GB,Orkney,grocery_pharm,-0.4
2020-03-29,GB,Orkney,transit,NA
2020-03-29,GB,Orkney,residential,NA
2020-03-29,GB,Orkney,workplace,-0.61
2020-03-29,GB,Oxfordshire,retail_recr,-0.87
2020-03-29,GB,Oxfordshire,grocery_pharm,-0.45
2020-03-29,GB,Oxfordshire,parks,-0.48
2020-03-29,GB,Oxfordshire,transit,-0.79
2020-03-29,GB,Oxfordshire,workplace,-0.58
2020-03-29,GB,Oxfordshire,residential,0.17
2020-03-29,GB,Pembrokeshire,retail_recr,-0.87
2020-03-29,GB,Pembrokeshire,grocery_pharm,-0.49
2020-03-29,GB,Pembrokeshire,parks,-0.62
2020-03-29,GB,Pembrokeshire,transit,-0.61
2020-03-29,GB,Pembrokeshire,workplace,-0.47
2020-03-29,GB,Pembrokeshire,residential,0.18
2020-03-29,GB,Perth and Kinross,retail_recr,-0.86
2020-03-29,GB,Perth and Kinross,grocery_pharm,-0.46
2020-03-29,GB,Perth and Kinross,parks,-0.39
2020-03-29,GB,Perth and Kinross,transit,-0.65
2020-03-29,GB,Perth and Kinross,workplace,-0.54
2020-03-29,GB,Perth and Kinross,residential,0.27
2020-03-29,GB,Peterborough,retail_recr,-0.8
2020-03-29,GB,Peterborough,grocery_pharm,-0.45
2020-03-29,GB,Peterborough,parks,-0.36
2020-03-29,GB,Peterborough,transit,-0.77
2020-03-29,GB,Peterborough,workplace,-0.43
2020-03-29,GB,Peterborough,residential,0.17
2020-03-29,GB,Plymouth,retail_recr,-0.87
2020-03-29,GB,Plymouth,grocery_pharm,-0.5
2020-03-29,GB,Plymouth,parks,-0.43
2020-03-29,GB,Plymouth,transit,-0.7
2020-03-29,GB,Plymouth,workplace,-0.54
2020-03-29,GB,Plymouth,residential,0.18
2020-03-29,GB,Portsmouth,retail_recr,-0.88
2020-03-29,GB,Portsmouth,grocery_pharm,-0.43
2020-03-29,GB,Portsmouth,parks,-0.46
2020-03-29,GB,Portsmouth,transit,-0.71
2020-03-29,GB,Portsmouth,workplace,-0.54
2020-03-29,GB,Portsmouth,residential,0.19
2020-03-29,GB,Powys,retail_recr,-0.88
2020-03-29,GB,Powys,grocery_pharm,-0.5
2020-03-29,GB,Powys,parks,-0.56
2020-03-29,GB,Powys,transit,-0.63
2020-03-29,GB,Powys,workplace,-0.51
2020-03-29,GB,Powys,residential,0.23
2020-03-29,GB,Reading,retail_recr,-0.89
2020-03-29,GB,Reading,grocery_pharm,-0.5
2020-03-29,GB,Reading,parks,-0.41
2020-03-29,GB,Reading,transit,-0.84
2020-03-29,GB,Reading,workplace,-0.55
2020-03-29,GB,Reading,residential,0.32
2020-03-29,GB,Redcar and Cleveland,retail_recr,-0.88
2020-03-29,GB,Redcar and Cleveland,grocery_pharm,-0.44
2020-03-29,GB,Redcar and Cleveland,parks,-0.63
2020-03-29,GB,Redcar and Cleveland,transit,-0.62
2020-03-29,GB,Redcar and Cleveland,workplace,-0.5
2020-03-29,GB,Redcar and Cleveland,residential,0.23
2020-03-29,GB,Renfrewshire,retail_recr,-0.86
2020-03-29,GB,Renfrewshire,grocery_pharm,-0.39
2020-03-29,GB,Renfrewshire,parks,0.14
2020-03-29,GB,Renfrewshire,transit,-0.84
2020-03-29,GB,Renfrewshire,workplace,-0.58
2020-03-29,GB,Renfrewshire,residential,0.29
2020-03-29,GB,Rhondda Cynon Taff,retail_recr,-0.8
2020-03-29,GB,Rhondda Cynon Taff,grocery_pharm,-0.41
2020-03-29,GB,Rhondda Cynon Taff,parks,-0.47
2020-03-29,GB,Rhondda Cynon Taff,transit,-0.52
2020-03-29,GB,Rhondda Cynon Taff,workplace,-0.5
2020-03-29,GB,Rhondda Cynon Taff,residential,0.19
2020-03-29,GB,Rutland,retail_recr,-1
2020-03-29,GB,Rutland,grocery_pharm,-0.37
2020-03-29,GB,Rutland,parks,-0.7
2020-03-29,GB,Rutland,transit,NA
2020-03-29,GB,Rutland,residential,NA
2020-03-29,GB,Rutland,workplace,-0.57
2020-03-29,GB,Scottish Borders,retail_recr,-0.88
2020-03-29,GB,Scottish Borders,grocery_pharm,-0.46
2020-03-29,GB,Scottish Borders,parks,-0.39
2020-03-29,GB,Scottish Borders,transit,-0.44
2020-03-29,GB,Scottish Borders,workplace,-0.51
2020-03-29,GB,Scottish Borders,residential,0.2
2020-03-29,GB,Shetland Islands,retail_recr,-0.85
2020-03-29,GB,Shetland Islands,parks,NA
2020-03-29,GB,Shetland Islands,grocery_pharm,-0.49
2020-03-29,GB,Shetland Islands,transit,-0.54
2020-03-29,GB,Shetland Islands,residential,NA
2020-03-29,GB,Shetland Islands,workplace,-0.6
2020-03-29,GB,Shropshire,retail_recr,-0.85
2020-03-29,GB,Shropshire,grocery_pharm,-0.49
2020-03-29,GB,Shropshire,parks,-0.56
2020-03-29,GB,Shropshire,transit,-0.7
2020-03-29,GB,Shropshire,workplace,-0.5
2020-03-29,GB,Shropshire,residential,0.14
2020-03-29,GB,Slough,retail_recr,-0.8
2020-03-29,GB,Slough,grocery_pharm,-0.45
2020-03-29,GB,Slough,parks,-0.45
2020-03-29,GB,Slough,transit,-0.78
2020-03-29,GB,Slough,workplace,-0.54
2020-03-29,GB,Slough,residential,0.29
2020-03-29,GB,Somerset,retail_recr,-0.86
2020-03-29,GB,Somerset,grocery_pharm,-0.48
2020-03-29,GB,Somerset,parks,-0.56
2020-03-29,GB,Somerset,transit,-0.73
2020-03-29,GB,Somerset,workplace,-0.49
2020-03-29,GB,Somerset,residential,0.14
2020-03-29,GB,South Ayrshire Council,retail_recr,-0.88
2020-03-29,GB,South Ayrshire Council,grocery_pharm,-0.42
2020-03-29,GB,South Ayrshire Council,parks,-0.35
2020-03-29,GB,South Ayrshire Council,transit,-0.62
2020-03-29,GB,South Ayrshire Council,workplace,-0.56
2020-03-29,GB,South Ayrshire Council,residential,0.2
2020-03-29,GB,South Gloucestershire,retail_recr,-0.81
2020-03-29,GB,South Gloucestershire,grocery_pharm,-0.45
2020-03-29,GB,South Gloucestershire,parks,-0.3
2020-03-29,GB,South Gloucestershire,transit,-0.64
2020-03-29,GB,South Gloucestershire,workplace,-0.52
2020-03-29,GB,South Gloucestershire,residential,0.2
2020-03-29,GB,South Lanarkshire,retail_recr,-0.78
2020-03-29,GB,South Lanarkshire,grocery_pharm,-0.38
2020-03-29,GB,South Lanarkshire,parks,-0.06
2020-03-29,GB,South Lanarkshire,transit,-0.57
2020-03-29,GB,South Lanarkshire,workplace,-0.54
2020-03-29,GB,South Lanarkshire,residential,0.14
2020-03-29,GB,South Yorkshire,retail_recr,-0.86
2020-03-29,GB,South Yorkshire,grocery_pharm,-0.43
2020-03-29,GB,South Yorkshire,parks,-0.47
2020-03-29,GB,South Yorkshire,transit,-0.71
2020-03-29,GB,South Yorkshire,workplace,-0.53
2020-03-29,GB,South Yorkshire,residential,0.15
2020-03-29,GB,Southampton,retail_recr,-0.87
2020-03-29,GB,Southampton,grocery_pharm,-0.41
2020-03-29,GB,Southampton,parks,-0.57
2020-03-29,GB,Southampton,transit,-0.71
2020-03-29,GB,Southampton,workplace,-0.54
2020-03-29,GB,Southampton,residential,0.19
2020-03-29,GB,Southend-on-Sea,retail_recr,-0.89
2020-03-29,GB,Southend-on-Sea,grocery_pharm,-0.39
2020-03-29,GB,Southend-on-Sea,parks,-0.63
2020-03-29,GB,Southend-on-Sea,transit,-0.79
2020-03-29,GB,Southend-on-Sea,workplace,-0.57
2020-03-29,GB,Southend-on-Sea,residential,0.28
2020-03-29,GB,Staffordshire,retail_recr,-0.85
2020-03-29,GB,Staffordshire,grocery_pharm,-0.44
2020-03-29,GB,Staffordshire,parks,-0.54
2020-03-29,GB,Staffordshire,transit,-0.73
2020-03-29,GB,Staffordshire,workplace,-0.54
2020-03-29,GB,Staffordshire,residential,0.14
2020-03-29,GB,Stirling,retail_recr,-0.85
2020-03-29,GB,Stirling,grocery_pharm,-0.49
2020-03-29,GB,Stirling,parks,-0.49
2020-03-29,GB,Stirling,transit,-0.76
2020-03-29,GB,Stirling,workplace,-0.62
2020-03-29,GB,Stirling,residential,0.11
2020-03-29,GB,Stockton-on-Tees,retail_recr,-0.84
2020-03-29,GB,Stockton-on-Tees,grocery_pharm,-0.47
2020-03-29,GB,Stockton-on-Tees,parks,-0.6
2020-03-29,GB,Stockton-on-Tees,transit,-0.69
2020-03-29,GB,Stockton-on-Tees,workplace,-0.52
2020-03-29,GB,Stockton-on-Tees,residential,0.25
2020-03-29,GB,Stoke-on-Trent,retail_recr,-0.84
2020-03-29,GB,Stoke-on-Trent,grocery_pharm,-0.44
2020-03-29,GB,Stoke-on-Trent,parks,-0.41
2020-03-29,GB,Stoke-on-Trent,transit,-0.7
2020-03-29,GB,Stoke-on-Trent,workplace,-0.49
2020-03-29,GB,Stoke-on-Trent,residential,0.14
2020-03-29,GB,Suffolk,retail_recr,-0.87
2020-03-29,GB,Suffolk,grocery_pharm,-0.51
2020-03-29,GB,Suffolk,parks,-0.67
2020-03-29,GB,Suffolk,transit,-0.69
2020-03-29,GB,Suffolk,workplace,-0.54
2020-03-29,GB,Suffolk,residential,0.15
2020-03-29,GB,Surrey,retail_recr,-0.85
2020-03-29,GB,Surrey,grocery_pharm,-0.44
2020-03-29,GB,Surrey,parks,-0.57
2020-03-29,GB,Surrey,transit,-0.74
2020-03-29,GB,Surrey,workplace,-0.59
2020-03-29,GB,Surrey,residential,0.17
2020-03-29,GB,Swansea,retail_recr,-0.84
2020-03-29,GB,Swansea,grocery_pharm,-0.5
2020-03-29,GB,Swansea,parks,-0.51
2020-03-29,GB,Swansea,transit,-0.67
2020-03-29,GB,Swansea,workplace,-0.54
2020-03-29,GB,Swansea,residential,0.19
2020-03-29,GB,Swindon,retail_recr,-0.83
2020-03-29,GB,Swindon,grocery_pharm,-0.44
2020-03-29,GB,Swindon,parks,-0.3
2020-03-29,GB,Swindon,transit,-0.69
2020-03-29,GB,Swindon,workplace,-0.52
2020-03-29,GB,Swindon,residential,0.28
2020-03-29,GB,Thurrock,retail_recr,-0.88
2020-03-29,GB,Thurrock,grocery_pharm,-0.53
2020-03-29,GB,Thurrock,parks,-0.51
2020-03-29,GB,Thurrock,transit,-0.59
2020-03-29,GB,Thurrock,workplace,-0.5
2020-03-29,GB,Thurrock,residential,0.29
2020-03-29,GB,Torbay,retail_recr,-0.86
2020-03-29,GB,Torbay,grocery_pharm,-0.44
2020-03-29,GB,Torbay,parks,-0.58
2020-03-29,GB,Torbay,transit,-0.68
2020-03-29,GB,Torbay,workplace,-0.55
2020-03-29,GB,Torbay,residential,0.24
2020-03-29,GB,Torfaen Principal Area,retail_recr,-0.82
2020-03-29,GB,Torfaen Principal Area,grocery_pharm,-0.37
2020-03-29,GB,Torfaen Principal Area,parks,NA
2020-03-29,GB,Torfaen Principal Area,transit,-0.54
2020-03-29,GB,Torfaen Principal Area,workplace,-0.53
2020-03-29,GB,Torfaen Principal Area,residential,0.24
2020-03-29,GB,Tyne and Wear,retail_recr,-0.85
2020-03-29,GB,Tyne and Wear,grocery_pharm,-0.47
2020-03-29,GB,Tyne and Wear,parks,-0.58
2020-03-29,GB,Tyne and Wear,transit,-0.74
2020-03-29,GB,Tyne and Wear,workplace,-0.57
2020-03-29,GB,Tyne and Wear,residential,0.15
2020-03-29,GB,Vale of Glamorgan,retail_recr,-0.84
2020-03-29,GB,Vale of Glamorgan,grocery_pharm,-0.49
2020-03-29,GB,Vale of Glamorgan,parks,-0.59
2020-03-29,GB,Vale of Glamorgan,transit,-0.7
2020-03-29,GB,Vale of Glamorgan,workplace,-0.54
2020-03-29,GB,Vale of Glamorgan,residential,0.27
2020-03-29,GB,Warrington,retail_recr,-0.86
2020-03-29,GB,Warrington,grocery_pharm,-0.42
2020-03-29,GB,Warrington,parks,-0.29
2020-03-29,GB,Warrington,transit,-0.68
2020-03-29,GB,Warrington,workplace,-0.52
2020-03-29,GB,Warrington,residential,0.27
2020-03-29,GB,Warwickshire,retail_recr,-0.86
2020-03-29,GB,Warwickshire,grocery_pharm,-0.44
2020-03-29,GB,Warwickshire,parks,-0.56
2020-03-29,GB,Warwickshire,transit,-0.72
2020-03-29,GB,Warwickshire,workplace,-0.54
2020-03-29,GB,Warwickshire,residential,0.15
2020-03-29,GB,West Berkshire,retail_recr,-0.88
2020-03-29,GB,West Berkshire,grocery_pharm,-0.49
2020-03-29,GB,West Berkshire,parks,-0.41
2020-03-29,GB,West Berkshire,transit,-0.82
2020-03-29,GB,West Berkshire,workplace,-0.58
2020-03-29,GB,West Berkshire,residential,0.29
2020-03-29,GB,West Dunbartonshire Council,retail_recr,-0.75
2020-03-29,GB,West Dunbartonshire Council,grocery_pharm,-0.43
2020-03-29,GB,West Dunbartonshire Council,parks,NA
2020-03-29,GB,West Dunbartonshire Council,transit,-0.54
2020-03-29,GB,West Dunbartonshire Council,workplace,-0.51
2020-03-29,GB,West Dunbartonshire Council,residential,0.23
2020-03-29,GB,West Lothian,retail_recr,-0.74
2020-03-29,GB,West Lothian,grocery_pharm,-0.29
2020-03-29,GB,West Lothian,parks,-0.29
2020-03-29,GB,West Lothian,transit,-0.52
2020-03-29,GB,West Lothian,workplace,-0.5
2020-03-29,GB,West Lothian,residential,0.27
2020-03-29,GB,West Midlands,retail_recr,-0.84
2020-03-29,GB,West Midlands,grocery_pharm,-0.45
2020-03-29,GB,West Midlands,parks,-0.45
2020-03-29,GB,West Midlands,transit,-0.78
2020-03-29,GB,West Midlands,workplace,-0.57
2020-03-29,GB,West Midlands,residential,0.15
2020-03-29,GB,West Sussex,retail_recr,-0.85
2020-03-29,GB,West Sussex,grocery_pharm,-0.46
2020-03-29,GB,West Sussex,parks,-0.53
2020-03-29,GB,West Sussex,transit,-0.85
2020-03-29,GB,West Sussex,workplace,-0.56
2020-03-29,GB,West Sussex,residential,0.15
2020-03-29,GB,West Yorkshire,retail_recr,-0.84
2020-03-29,GB,West Yorkshire,grocery_pharm,-0.44
2020-03-29,GB,West Yorkshire,parks,-0.49
2020-03-29,GB,West Yorkshire,transit,-0.74
2020-03-29,GB,West Yorkshire,workplace,-0.55
2020-03-29,GB,West Yorkshire,residential,0.15
2020-03-29,GB,Wiltshire,retail_recr,-0.84
2020-03-29,GB,Wiltshire,grocery_pharm,-0.45
2020-03-29,GB,Wiltshire,parks,-0.56
2020-03-29,GB,Wiltshire,transit,-0.7
2020-03-29,GB,Wiltshire,workplace,-0.54
2020-03-29,GB,Wiltshire,residential,0.15
2020-03-29,GB,Windsor and Maidenhead,retail_recr,-0.88
2020-03-29,GB,Windsor and Maidenhead,grocery_pharm,-0.42
2020-03-29,GB,Windsor and Maidenhead,parks,-0.74
2020-03-29,GB,Windsor and Maidenhead,transit,-0.79
2020-03-29,GB,Windsor and Maidenhead,workplace,-0.63
2020-03-29,GB,Windsor and Maidenhead,residential,0.31
2020-03-29,GB,Wokingham,retail_recr,-0.81
2020-03-29,GB,Wokingham,grocery_pharm,-0.52
2020-03-29,GB,Wokingham,parks,-0.26
2020-03-29,GB,Wokingham,transit,-0.66
2020-03-29,GB,Wokingham,workplace,-0.61
2020-03-29,GB,Wokingham,residential,0.32
2020-03-29,GB,Worcestershire,retail_recr,-0.86
2020-03-29,GB,Worcestershire,grocery_pharm,-0.47
2020-03-29,GB,Worcestershire,parks,-0.44
2020-03-29,GB,Worcestershire,transit,-0.71
2020-03-29,GB,Worcestershire,workplace,-0.55
2020-03-29,GB,Worcestershire,residential,0.14
2020-03-29,GB,Wrexham Principal Area,retail_recr,-0.83
2020-03-29,GB,Wrexham Principal Area,grocery_pharm,-0.43
2020-03-29,GB,Wrexham Principal Area,parks,-0.45
2020-03-29,GB,Wrexham Principal Area,transit,-0.64
2020-03-29,GB,Wrexham Principal Area,workplace,-0.48
2020-03-29,GB,Wrexham Principal Area,residential,0.24
2020-03-29,GB,York,retail_recr,-0.9
2020-03-29,GB,York,grocery_pharm,-0.5
2020-03-29,GB,York,parks,-0.64
2020-03-29,GB,York,transit,-0.84
2020-03-29,GB,York,workplace,-0.65
2020-03-29,GB,York,residential,0.29
